id,name,symbol,data_added,last_updated,price,volume_24h,circulating_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d
1,Bitcoin,BTC,2013-04-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1804858784530072e+04,+1.5898835612557051e+10,+1.9288206000000000e+07,+1.9288206000000000e+07,+2.1000000000000000e+07,-1.1118453000000000e-01,+6.9428917999999995e-01,-6.6068761599999997e+00
2,Ethereum,ETH,2015-08-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.5325549029987280e+03,+4.8613685302406816e+09,+1.2237386621780001e+08,+1.2237386621780001e+08,,-1.2696457999999999e-01,+1.2039727800000000e+00,-8.1503998200000005e+00
3,Tether,USDT,2015-02-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0002005109435326e+00,+2.2091238735824047e+10,+6.8386642034943855e+10,+7.3141766321234283e+10,,+4.0481700000000002e-03,+7.1905800000000002e-03,+3.7402999999999998e-03
4,BNB,BNB,2017-07-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.0900081488558163e+02,+3.3470197006049049e+08,+1.5789911477871990e+08,+1.5997996359042934e+08,+2.0000000000000000e+08,-1.3585855999999999e-01,+8.8768616000000000e-01,-7.4864156700000004e+00
5,USD Coin,USDC,2018-10-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.9995142048403329e-01,+2.3206780003223786e+09,+4.1301226673960815e+10,+4.1301226673960815e+10,,+1.2834999999999999e-03,-3.0884699999999998e-03,+2.6229199999999999e-03
6,XRP,XRP,2013-08-04T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.8226908934432030e-01,+4.1166936740466052e+08,+5.0799084881000000e+10,+9.9989130718000000e+10,+1.0000000000000000e+11,-2.3539825000000000e-01,+7.9044959999999997e-02,-6.8025022799999997e+00
7,Binance USD,BUSD,2019-09-20T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0000840323323927e+00,+6.3455228084204550e+09,+1.6148914845973375e+10,+1.6148914845973375e+10,,+5.7025000000000001e-04,-4.8408300000000000e-03,-1.2782129999999999e-02
8,Cardano,ADA,2017-10-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.6718077892828799e-01,+2.1525042223059213e+08,+3.4622985924450996e+10,+3.5467426506415001e+10,+4.5000000000000000e+10,-1.8163230000000000e-01,+2.3618576400000002e+00,-7.7468226500000004e+00
9,Dogecoin,DOGE,2013-12-15T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.1909826684357423e-02,+2.2792038424880624e+08,+1.3267076429989409e+11,+1.3267076429989409e+11,,-1.6986649000000001e-01,+2.7457577000000000e-01,-1.3849135499999999e+01
10,Polygon,MATIC,2019-04-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.2411495419406799e+00,+4.0039665260732847e+08,+8.7343174752849293e+09,+1.0000000000000000e+10,+1.0000000000000000e+10,-2.5016247000000003e-01,+1.3654282700000000e+00,-1.1609808900000000e+00
11,Solana,SOL,2020-04-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.0674765070140310e+01,+2.4141362359853235e+08,+3.7530792986948246e+08,+5.3931270488753390e+08,,-2.0833744000000001e-01,+1.8564673100000000e+00,-1.4895524620000000e+01
12,Polkadot,DOT,2020-08-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.2570975111053970e+00,+1.3509203559697929e+08,+1.1558874940552747e+09,+1.2823111643604548e+09,,-7.2493409999999994e-02,+1.1196038699999999e+00,-8.5407914599999994e+00
13,Shiba Inu,SHIB,2020-08-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.2799302031690859e-05,+2.9728505581725281e+08,+5.4906327887630194e+14,+5.8973503040832275e+14,,-9.6248870000000000e-02,-1.3811293999999999e-01,-1.2253622080000000e+01
14,Litecoin,LTC,2013-04-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.4045596232804129e+01,+3.8354871209851050e+08,+7.2260340539131716e+07,+8.4000000000000000e+07,+8.4000000000000000e+07,-1.9648082000000000e-01,+2.0086502000000001e-01,-4.5784492400000003e+00
15,TRON,TRX,2017-09-13T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.3689245469339059e-02,+1.7928971276824391e+08,+9.1668193478353638e+10,+9.1668203893424347e+10,,-1.2795703999999999e-01,-1.9407798000000001e-01,-7.5185842999999997e-01
16,Avalanche,AVAX,2020-07-13T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.7924621676754594e+01,+1.3243430881112763e+08,+3.1512566722776514e+08,+4.2053165722776514e+08,+7.2000000000000000e+08,-4.0171214999999999e-01,+1.1302730299999999e+00,-1.4769220649999999e+01
17,Dai,DAI,2019-11-22T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.9945967003490033e-01,+9.5542994167158157e+07,+5.1984022269050121e+09,+5.1984022269050121e+09,,-9.4521000000000004e-04,+1.6886010000000000e-02,-5.2477459999999997e-02
18,Uniswap,UNI,2020-09-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.4609663015758763e+00,+5.0361801580027543e+07,+7.6220932653549767e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-1.1849410000000000e-01,+4.7481637999999998e-01,-1.0523811350000001e+01
19,Cosmos,ATOM,2019-03-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3675521419365250e+01,+1.1581206163621970e+08,+2.8637029700000000e+08,+0.0000000000000000e+00,,-2.7635432999999998e-01,+2.4315443000000000e-01,-6.1841398900000000e+00
20,Wrapped Bitcoin,WBTC,2019-01-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1769799250807093e+04,+1.1865121985003705e+08,+1.7619696135694001e+05,+1.7619696135694001e+05,,-1.6951632000000000e-01,+7.0184922999999999e-01,-6.6204514699999999e+00
21,Chainlink,LINK,2017-09-20T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.9517354454609857e+00,+1.9942423957236341e+08,+5.0799997045278668e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-2.6294420000000002e-01,+8.1200220000000001e-01,-3.5327670499999999e+00
22,UNUS SED LEO,LEO,2019-05-21T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.3433519132355940e+00,+1.7632775610152001e+06,+9.5395413000000000e+08,+9.8523950400000000e+08,,-3.5956030999999999e-01,+2.7720240000000000e-02,-5.6539186199999998e+00
23,Ethereum Classic,ETC,2016-07-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1345003396930849e+01,+1.1890832352616684e+08,+1.3923219554954246e+08,+2.1070000000000000e+08,+2.1070000000000000e+08,-2.3091280000000000e-01,+4.7957070000000002e-01,-1.0128196770000001e+01
24,Monero,XMR,2014-05-21T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.6077407547187772e+02,+9.2115510819011718e+07,+1.8239225126190789e+07,+1.8239225126190789e+07,,-3.8338533000000002e-01,+3.0577413099999999e+00,-6.1624053800000000e+00
25,Toncoin,TON,2021-08-26T13:40:22.000Z,2023-02-12T02:18:00.000Z,+2.2262600924121019e+00,+2.9246624079619940e+07,+1.2214011810000000e+09,+5.0475585280000000e+09,+5.0000000000000000e+09,+5.3182489999999999e-02,+2.8895629899999999e+00,-5.5411685799999999e+00
26,OKB,OKB,2019-04-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.1018742544811218e+01,+4.2605197324437380e+07,+6.0000000000000000e+07,+3.0000000000000000e+08,,-2.1135109999999999e-01,-1.7792258000000000e-01,-6.5121959299999999e+00
27,Bitcoin Cash,BCH,2017-07-23T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.2442042598663919e+02,+1.7240014760007069e+08,+1.9309381250000000e+07,+1.9309381250000000e+07,+2.1000000000000000e+07,-1.5363549000000001e-01,+1.1929347999999999e-01,-9.4547732799999995e+00
28,Hedera,HBAR,2019-09-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.8889135257474453e-02,+2.3515663936018023e+08,+2.6051470158672672e+10,+5.0000000000000000e+10,+5.0000000000000000e+10,+1.2175983000000000e-01,+1.1521718030000001e+01,+2.2397771120000002e+01
29,Aptos,APT,2022-10-19T01:50:25.000Z,2023-02-12T02:18:00.000Z,+1.3950934916875942e+01,+8.3829811474089420e+08,+1.6262455600000000e+08,+1.0156683770000000e+09,+0.0000000000000000e+00,+1.0374905100000000e+00,+4.8048723700000000e+00,-1.6169356069999999e+01
30,Stellar,XLM,2014-08-05T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.5961065392922170e-02,+3.1255243308159821e+07,+2.6332090287379749e+10,+5.0001787460757675e+10,+5.0001806812000000e+10,+2.1883121999999999e-01,-4.7304792000000001e-01,-7.4454107299999999e+00
31,Lido DAO,LDO,2020-12-15T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.3898610033168346e+00,+1.8731967220597154e+08,+8.4261204825344610e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,+3.8277809000000002e-01,+7.0408397200000001e+00,+8.4529971899999996e+00
32,Filecoin,FIL,2017-12-13T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.0431777676397704e+00,+1.4934463675444859e+08,+3.8951372600000000e+08,+3.8951372600000000e+08,,-5.0144228999999996e-01,+1.4908685100000001e+00,-8.3994865999999995e+00
33,ApeCoin,APE,2022-03-17T12:26:36.000Z,2023-02-12T02:18:00.000Z,+5.2639950068366375e+00,+1.1998920626409976e+08,+3.6859375000000000e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-5.3348273999999996e-01,+4.3900717699999996e+00,-1.0335149910000000e+01
34,Cronos,CRO,2018-12-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.6839232184463077e-02,+1.2192240682374310e+07,+2.5263013692000000e+10,+3.0263013692000000e+10,+3.0263013692000000e+10,-2.1303889999999999e-02,+1.2859099400000000e+00,-7.2478478900000001e+00
35,NEAR Protocol,NEAR,2020-08-11T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.2689060134458736e+00,+7.2900040605025768e+07,+8.5257323500000000e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-1.9804983000000001e-01,+2.0565135799999998e+00,-1.0460319670000001e+01
36,Algorand,ALGO,2019-06-20T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.5383960993821658e-01,+5.8249437789639629e+07,+7.1764512892845554e+09,+7.3986494477530241e+09,+1.0000000000000000e+10,-2.9207298999999998e-01,+1.3613966799999999e+00,-4.5188657000000001e+00
37,VeChain,VET,2017-08-22T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.3836831570210274e-02,+3.7165457799813583e+07,+7.2511146418000000e+10,+8.5985041177000000e+10,+8.6712634466000000e+10,-1.1993527000000000e-01,+2.0045681000000002e+00,-4.5858491299999997e+00
38,Quant,QNT,2018-08-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3261472869614838e+02,+1.6345573248889949e+07,+1.2072738000000000e+07,+1.4612493080825999e+07,+1.4612493000000000e+07,-7.0978996999999999e-01,+7.4744478000000003e-01,-6.4735056399999999e+00
39,Internet Computer,ICP,2021-03-23T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.2126813838409314e+00,+2.2408045144194379e+07,+2.8885820907942343e+08,+4.9479417561534017e+08,,-2.4911637000000000e-01,+2.0290227299999999e+00,-1.0652731480000000e+01
40,The Graph,GRT,2020-12-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.6636164411493448e-01,+1.6429206452690074e+08,+8.7853705760985317e+09,+1.0582213694291656e+10,+0.0000000000000000e+00,+1.9535202199999999e+00,+5.1392519400000003e+00,+4.9003660150000002e+01
41,Fantom,FTM,2018-10-29T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.6763787797941780e-01,+3.5504193655794668e+08,+2.7766608804383507e+09,+3.1750000000000000e+09,+3.1750000000000000e+09,-1.0621491900000000e+00,+1.0514986940000000e+01,-2.3824572119999999e+01
42,Decentraland,MANA,2017-09-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.8650216468857095e-01,+1.1089974205317505e+08,+1.8550841917804768e+09,+2.1935390273201461e+09,,-3.7936629999999999e-02,+1.0517867000000000e-01,-1.1288165090000000e+01
43,BitDAO,BIT,2021-08-11T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.6814566833087643e-01,+1.2788300327088229e+07,+2.0909461688608990e+09,+1.0000000000000000e+10,+1.0000000000000000e+10,-3.1870439000000000e-01,-1.4608607000000001e-01,-3.3574971400000000e+00
44,EOS,EOS,2017-07-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0536906762591476e+00,+6.9978614060879335e+07,+1.0812637452063000e+09,+1.0824608109579000e+09,,-7.5515369999999998e-02,+4.2577802999999997e-01,-4.4335786600000002e+00
45,Aave,AAVE,2020-10-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.8763905017408291e+01,+4.7441918479189180e+07,+1.4093192580564590e+07,+1.6000000000000000e+07,+1.6000000000000000e+07,-1.5494831000000001e-01,+4.5146512000000000e-01,-1.1246684330000001e+01
46,MultiversX,EGLD,2020-09-04T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.4376680198875867e+01,+1.9280138025120270e+07,+2.4987096000000000e+07,+2.4992248000000000e+07,+3.1415926000000000e+07,+3.2581367999999999e-01,+4.5887917600000003e+00,-4.9727876400000000e+00
47,The Sandbox,SAND,2020-08-05T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.3617208839889337e-01,+1.3951332469086263e+08,+1.4994701082233226e+09,+3.0000000000000000e+09,+3.0000000000000000e+09,-3.8134917000000002e-01,+1.2611081000000000e+00,-4.6851893599999999e+00
48,Flow,FLOW,2021-01-27T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0427583216380480e+00,+2.7857739088355709e+07,+1.0362000000000000e+09,+1.4140117480000000e+09,,+2.0819127000000001e-01,+2.3684910299999999e+00,-9.5139638600000005e+00
49,Theta Network,THETA,2018-01-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0684504833512312e+00,+1.3372557145921459e+07,+1.0000000000000000e+09,+1.0000000000000000e+09,+1.0000000000000000e+09,-8.8562580000000002e-02,+2.1831051900000000e+00,-4.8651626400000003e+00
50,Axie Infinity,AXS,2020-08-31T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0241974881840918e+01,+6.9795766260221720e+07,+1.0091003541240501e+08,+2.7000000000000000e+08,+2.7000000000000000e+08,-2.3378019000000000e-01,+1.2785395900000001e+00,-9.5256192500000001e+00
51,Tezos,XTZ,2017-10-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0766839559119159e+00,+1.8808990457266681e+07,+9.2688714223895204e+08,+9.4830001877425504e+08,,-3.5216142000000000e-01,-4.9537346999999998e-01,-8.1925280699999998e+00
52,Terra Classic,LUNC,2019-07-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.6716281451690168e-04,+6.4402335500742473e+07,+5.9235354354513311e+12,+6.8702356714132490e+12,,-1.7687612999999999e-01,-5.1889160000000001e-01,-1.2945269910000000e+01
53,TrueUSD,TUSD,2018-03-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.9932229291297836e-01,+3.4080390463454276e+07,+9.4663480497095084e+08,+9.4663480497095084e+08,,-3.1410159999999999e-02,+5.3661739999999999e-02,-2.6523490000000000e-02
54,Mina,MINA,2021-03-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0877817305402198e+00,+3.4724627236864150e+08,+8.3576836984003925e+08,+8.2410497200000000e+08,,-2.8652190399999999e+00,+2.5886806379999999e+01,+3.1478267530000000e+01
55,Chiliz,CHZ,2019-07-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3673508460677561e-01,+6.9989532734555185e+07,+6.6635035434848156e+09,+8.8888888880000000e+09,+8.8888888880000000e+09,-2.1574742999999999e-01,+8.4896335999999994e-01,-5.1801000500000001e+00
56,Pax Dollar,USDP,2018-09-27T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0005432969698183e+00,+1.8290083722976800e+06,+8.7808406508068299e+08,+8.7808406508068299e+08,,-5.0839490000000001e-02,+1.8026369000000000e-01,-2.5463729000000002e-01
57,Huobi Token,HT,2018-02-03T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.2104243713346241e+00,+9.1175784843946807e+06,+1.6223384400000000e+08,+2.0398044500000000e+08,+5.0000000000000000e+08,+1.4478467000000000e-01,+1.6463249600000001e+00,-7.5584133299999996e+00
58,ImmutableX,IMX,2021-06-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0553433520209763e+00,+1.0074108969975066e+08,+7.9375061093002415e+08,+2.0000000000000000e+09,+2.0000000000000000e+09,-2.0711459099999998e+00,+1.1651838359999999e+01,+1.3766579930000001e+01
59,KuCoin Token,KCS,2017-10-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.1048801440570148e+00,+8.8014357647715998e+05,+9.8379860950000003e+07,+1.4587986100000000e+08,+1.7011863800000000e+08,-3.1874531000000000e-01,+4.9312739000000000e-01,-7.8808317099999998e+00
60,Bitcoin SV,BSV,2018-11-09T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.1180583937675095e+01,+2.6810738529438391e+07,+1.9266076644239049e+07,+1.9266076644239049e+07,+2.1000000000000000e+07,-2.1743549000000001e-01,+1.4013651700000000e+00,-4.7499052900000001e+00
61,Frax Share,FXS,2020-09-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0532315308726504e+01,+3.8216558337340578e+07,+7.3770990907860294e+07,+9.9822984114571407e+07,,-8.3829570000000006e-02,+3.5181303900000001e+00,+4.1676065000000001e-01
62,Zcash,ZEC,2016-10-29T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.5165055035110896e+01,+7.2938796888617828e+07,+1.6328268750000000e+07,+1.6328268750000000e+07,+2.1000000000000000e+07,-4.1571540000000001e-01,+3.8317736299999998e+00,-2.2373103200000002e+00
63,USDD,USDD,2022-05-02T08:07:12.000Z,2023-02-12T02:18:00.000Z,+9.9047263627847992e-01,+1.5004937425378520e+07,+7.2533203584224796e+08,+7.2533203584224796e+08,,-3.8069260000000001e-02,-7.3451210000000003e-02,-4.6251810999999998e-01
64,PancakeSwap,CAKE,2020-09-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.1751204629606473e+00,+3.1272066090238400e+07,+1.7003452281410092e+08,+3.7036111553566390e+08,+7.5000000000000000e+08,-1.2326975000000000e-01,+1.6248547400000000e+00,-8.9289166200000007e+00
65,Maker,MKR,2017-01-29T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.2050967900326623e+02,+2.4066225121913370e+07,+9.7763103695088997e+05,+9.7763103695088997e+05,+1.0055770000000000e+06,+8.2019699999999994e-03,+8.7948411999999998e-01,+2.5539122800000000e+00
66,Curve DAO Token,CRV,2020-08-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.5292050050221988e-01,+5.2632433705996297e+07,+7.2698709633858955e+08,+1.8999516443913350e+09,+3.3030302990000000e+09,+8.1244799999999999e-03,+1.1775808000000000e-01,-1.3969842220000000e+01
67,Dash,DASH,2014-02-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.2054415970901793e+01,+1.0858415988446403e+08,+1.1120724814111020e+07,+1.1138214759593019e+07,+1.8900000000000000e+07,-4.9189670000000002e-01,+5.9044826600000002e+00,+1.5483640700000001e+00
68,BitTorrent-New,BTT,2019-01-31T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.0438385299757141e-07,+3.6893436355322354e+07,+9.5142171428600000e+14,+9.9000000000000000e+14,,+6.6250370000000003e-02,+8.4512500999999995e-01,-7.0215068000000000e+00
69,eCash,XEC,2021-07-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.4357074942143355e-05,+6.3095003388861502e+06,+1.9305685923303000e+13,+1.9305685923303000e+13,+2.1000000000000000e+13,-4.6181681000000002e-01,+6.1859905999999998e-01,-9.6108102800000008e+00
70,IOTA,MIOTA,2017-06-13T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.3307290857453394e-01,+9.4130632977044806e+06,+2.7795302830000000e+09,+2.7795302830000000e+09,+2.7795302830000000e+09,-3.7962240000000001e-02,+2.2898622000000000e+00,-4.6166078900000000e+00
71,Neo,NEO,2016-09-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.8443596012369294e+00,+3.5860287159565970e+07,+7.0538831000000000e+07,+1.0000000000000000e+08,+1.0000000000000000e+08,-3.7707098999999999e-01,-2.8674116999999999e-01,+2.3963777000000000e-01
72,Synthetix,SNX,2018-03-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.4310601509567693e+00,+2.1203927052741729e+07,+2.5165878477277273e+08,+3.1399577908877361e+08,+3.0806941900000000e+08,-2.6299892000000002e-01,+2.3872257000000001e+00,-9.9121381900000003e+00
73,Klaytn,KLAY,2020-03-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.9461582584865644e-01,+2.2276570991874680e+07,+3.0958233873033161e+09,+1.1021576887303316e+10,,-2.3599432000000001e-01,+1.1980105000000001e+00,-4.6377277799999996e+00
74,Gemini Dollar,GUSD,2018-10-05T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.9012360383499243e-01,+4.5737549913467001e+05,+6.0704988335000002e+08,+6.1113970282000005e+08,+0.0000000000000000e+00,-2.4792249999999998e-02,+1.4249753300000001e+00,-4.6699463000000002e-01
75,Trust Wallet Token,TWT,2020-07-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.4263434131110944e+00,+1.3018193698996419e+07,+4.1664990000000000e+08,+9.9966814800000000e+08,+1.0000000000000000e+09,-5.0502877999999995e-01,+1.7002001400000000e+00,-1.5391445500000000e+01
76,Optimism,OP,2022-05-31T16:19:46.000Z,2023-02-12T02:18:00.000Z,+2.4539491680114498e+00,+2.3226886623311412e+08,+2.3474836400000000e+08,+4.2949672960000000e+09,,-4.0428108000000001e-01,+3.3691523100000000e+00,-1.8561883470000001e+01
77,Loopring,LRC,2017-08-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.2734351041783303e-01,+3.0807602128582263e+08,+1.3301335455263836e+09,+1.3738734374424574e+09,+1.3745138960000000e+09,-2.3619565800000002e+00,+1.0300063189999999e+01,+5.0128246000000001e+00
78,GMX,GMX,2021-09-13T12:11:50.000Z,2023-02-12T02:18:00.000Z,+6.6183534972048705e+01,+3.7940599853053652e+07,+8.4593824187374506e+06,+8.8729127590287104e+06,,-2.8964138000000000e-01,+9.5333840999999993e+00,-7.1345938300000000e+00
79,THORChain,RUNE,2019-07-23T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.7055633761304814e+00,+2.4860310587639172e+07,+3.2705656600000000e+08,+4.9891072700000000e+08,+5.0000000000000000e+08,-2.3852011000000001e-01,+2.2674169700000002e+00,-8.6583893300000003e+00
80,SingularityNET,AGIX,2018-01-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.2637046886518304e-01,+1.6252478101301873e+08,+1.2041218572620103e+09,+1.2608406617363875e+09,+2.0000000000000000e+09,+1.7063825900000000e+00,+2.4825566299999999e+00,+3.2649261160000002e+01
81,Osmosis,OSMO,2021-09-30T16:58:27.000Z,2023-02-12T02:18:00.000Z,+1.0158848966197498e+00,+8.4004003085701596e+06,+4.9259076100000000e+08,+3.2500000000000000e+08,+1.0000000000000000e+09,-2.6544991000000001e-01,+1.0881295700000000e+00,-3.3010906599999998e+00
82,PAX Gold,PAXG,2019-09-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.8233765725642359e+03,+7.6959856818021201e+06,+2.7126371000000002e+05,+2.7126371000000002e+05,,-2.4816948000000000e-01,-2.9885100000000002e-03,-1.9795958199999999e+00
83,Rocket Pool,RPL,2018-07-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.5930199412776609e+01,+1.6957142304855600e+07,+1.0279742404181000e+07,+1.8970871000000000e+07,+1.8970871000000000e+07,+3.7427988000000001e-01,+3.9231480200000002e+00,+1.3846263990000001e+01
84,GateToken,GT,2019-08-20T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.3137853014454084e+00,+8.4628931283332000e+05,+1.0826507662840587e+08,+3.0000000000000000e+08,,-3.1287298000000002e-01,+1.5829467399999999e+00,-4.0151205799999996e+00
85,Enjin Coin,ENJ,2017-11-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.5498476668486770e-01,+2.7199629950453941e+07,+1.0000000000000000e+09,+1.0000000000000000e+09,+1.0000000000000000e+09,-2.0100900999999999e-01,+4.0920388499999998e+00,-5.6104945700000002e+00
86,Zilliqa,ZIL,2018-01-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.8050595949299345e-02,+2.4656323125849709e+07,+1.5867699446769899e+10,+1.7171026935912825e+10,+2.1000000000000000e+10,-2.2323414000000000e-01,+1.6139142300000000e+00,-6.3211405799999998e+00
87,Convex Finance,CVX,2021-05-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.7607344255459294e+00,+6.0390812704367796e+06,+7.4512928039375499e+07,+9.7320061556099415e+07,+1.0000000000000000e+08,-2.9447899000000000e-01,-6.4049767999999996e-01,-1.1320490530000001e+01
88,Fei USD,FEI,2021-03-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.9820688059339746e-01,+5.5728528525900003e+05,+4.2499617778890556e+08,+4.2611673269177240e+08,,+1.9140120000000000e-02,-2.3790380000000000e-02,+3.1133804999999998e-01
89,Casper,CSPR,2020-07-21T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.9463210996622804e-02,+6.9735245678914897e+06,+1.0742193655000000e+10,+1.1494377081000000e+10,,-5.1927484000000002e-01,+3.2414774099999999e+00,-3.5247839999999999e+00
90,1inch Network,1INCH,2020-12-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.3423195577594829e-01,+1.6478521336483249e+07,+7.9235838422940421e+08,+1.5000000000000000e+09,,-2.9014178000000002e-01,+5.2019199999999999e-01,-1.0508279020000000e+01
91,dYdX,DYDX,2021-08-03T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.6017634519960140e+00,+1.4316323880872524e+08,+1.5625617400000000e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-2.9591067999999998e-01,+6.4809713300000000e+00,-1.5145935079999999e+01
92,Oasis Network,ROSE,2020-11-12T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.0384697003995550e-02,+1.3322748594007222e+08,+5.7257185330000000e+09,+1.0000000000000000e+10,+1.0000000000000000e+10,+7.9670569999999996e-02,+1.4238365640000000e+01,+2.6334726580000002e+01
93,EthereumPoW,ETHW,2022-08-08T05:19:50.000Z,2023-02-12T02:18:00.000Z,+3.7369067508158977e+00,+1.0554293097925130e+07,+1.0781899904993001e+08,+1.0781899904993001e+08,,-3.0473244999999999e-01,+2.5701827999999999e-01,-1.6520209890000000e+01
94,Basic Attention Token,BAT,2017-06-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.6852540403236408e-01,+1.9999675264458451e+07,+1.4948452014163349e+09,+1.5000000000000000e+09,+1.5000000000000000e+09,-4.0119367000000000e-01,-3.6318735000000002e-01,-5.3975830000000000e+00
95,Nexo,NEXO,2018-05-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.1325637887771476e-01,+5.1814603905637404e+06,+5.6000001100000000e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-3.5852450000000001e-02,-7.1156063999999997e-01,-1.0128569470000000e+01
