id,name,symbol,data_added,last_updated,price,volume_24h,circulating_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d
4663,YouCoin Metaverse,UCON,2022-10-14T19:57:50.000Z,2023-02-12T02:18:00.000Z,+1.5048352864603800e+02,+1.2530120177220000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+06,+1.2214995000000000e+00,+7.2244264999999996e-01,-6.9239375399999998e+00
4664,Topshelf Finance,LIQR,2022-01-18T10:00:20.000Z,2023-02-12T02:18:00.000Z,+2.7135006611110022e-04,+1.2703194491599999e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,-7.8536925999999996e-01,+3.9035200200000002e+00,-1.6317582040000001e+01
4665,Real Realm,REAL,2021-11-01T12:42:33.000Z,2023-02-12T02:18:00.000Z,+9.4318478756572893e-05,+1.2680833780860001e+04,+0.0000000000000000e+00,+1.1347951500000000e+08,+1.0000000000000000e+09,-3.6048518000000002e-01,+1.7310114200000000e+00,-2.0868707199999998e+00
4666,Ftribe Fighters (F2 NFT),F2C,2022-01-06T08:28:36.000Z,2023-02-12T02:18:00.000Z,+1.4993005659043551e-03,+1.2672615117089999e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,+7.0806549999999996e-02,+2.8900334100000000e+00,-5.0027840899999996e+00
4667,Moonscape,MSCP,2021-11-15T09:19:33.000Z,2023-02-12T02:18:00.000Z,+4.9243653726691820e-04,+1.2679834388800000e+04,+0.0000000000000000e+00,+1.1111111110000000e+09,+1.1111111110000000e+09,-6.5394251999999997e-01,+3.5333078699999998e+00,-3.7435532100000000e+00
4668,The LoveChain,LOV,2020-11-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.8567470561952869e-02,+1.2679226334130000e+04,+0.0000000000000000e+00,+1.3500000000000000e+08,+5.3500000000000000e+08,-3.6109166999999998e-01,+4.3158966699999999e+00,-5.7232240799999996e+00
4669,Basis Share,BAS,2020-11-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.0417093029890332e-01,+1.2678472555730001e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,,-1.5544140000000000e-02,-1.6928257099999999e+00,-4.8797189899999998e+00
4670,Perion,PERC,2022-02-03T23:09:37.000Z,2023-02-12T02:18:00.000Z,+2.2974605736372941e-01,+1.2653669696370000e+04,+0.0000000000000000e+00,+1.0000000000000000e+08,+1.0000000000000000e+08,-2.1316304999999999e-01,+2.2780573300000002e+00,+2.2955388580000001e+01
4671,Clavell Inu,CLAVELL,2023-01-05T20:53:03.000Z,2023-02-12T02:18:00.000Z,+1.6522741312696296e-05,+1.2662038153260000e+04,+0.0000000000000000e+00,+1.0000000000000000e+11,+1.0000000000000000e+11,-4.8425810000000000e-02,+1.4191677629999999e+01,-1.7419286130000000e+01
4672,Ramifi Protocol,RAM,2021-03-15T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.2434497460463432e-02,+1.2639289754429999e+04,+0.0000000000000000e+00,+3.5868000000000000e+06,+7.2130000000000000e+06,-1.9628146600000000e+00,-2.6828075999999998e+00,+2.7523543300000002e+00
4673,Ape In Records,AIR,2022-03-08T06:08:53.000Z,2023-02-12T02:18:00.000Z,+1.2320860409008997e-03,+1.2592647674750000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,-4.8425810000000000e-02,+1.4588292950000000e+01,+1.5202918029999999e+01
4674,BitcoinX,BCX,2017-12-15T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.5803965469153363e-04,+1.2588427696280000e+04,+0.0000000000000000e+00,+1.6736168392700000e+11,+2.1000000000000000e+11,+1.5899304000000000e-01,+2.5494388000000001e-01,-1.5652137300000000e+00
4675,Theos,THEOS,2021-09-04T23:53:20.000Z,2023-02-12T02:18:00.000Z,+1.7220452196914799e-04,+1.2576495691250000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+10,+1.2617454000000000e-01,+2.4651154599999998e+00,-8.7129846400000002e+00
4676,Spherium,SPHRI,2021-05-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.5003007664152988e-02,+1.2546010911179999e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+08,+6.7521628000000000e-01,+1.9787803399999999e+00,-6.5385604700000002e+00
4677,Savage,SAVG,2022-01-03T04:16:10.000Z,2023-02-12T02:18:00.000Z,+5.6881403057358702e-03,+1.2530661424070000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,,+1.0966766000000000e-01,-1.9581291400000000e+00,+1.7165486420000001e+01
4678,MADworld,UMAD,2021-11-23T06:03:57.000Z,2023-02-12T02:18:00.000Z,+1.5668426965572753e-03,+1.2532088405400000e+04,+0.0000000000000000e+00,+1.0000000000000000e+10,+1.0000000000000000e+10,-4.8425810000000000e-02,+1.7395227999999999e-01,-2.3294902210000000e+01
4679,Altbase,ALTB,2021-10-28T07:25:44.000Z,2023-02-12T02:18:00.000Z,+1.5970807928732434e-04,+1.2507672679330000e+04,+0.0000000000000000e+00,+9.3500000000000000e+08,+9.3500000000000000e+08,-3.5269627999999997e-01,+1.5594166599999999e+00,-2.0016596629999999e+01
4680,CORN,CORN,2020-09-05T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0755762500575978e+01,+1.2497049552660001e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.2000000000000000e+04,-1.3131114999999999e-01,+2.2902546899999998e+00,+1.1896031360000000e+01
4681,BeFaster Holder Token,BFHT,2020-11-23T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.8161640882584366e-03,+1.2487291796160000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+3.0000000000000000e+08,-3.6041775999999998e-01,+9.4075240600000001e+00,+4.7244627659999999e+01
4682,Internet Money,IM,2023-02-04T17:34:59.000Z,2023-02-12T02:18:00.000Z,+6.1903153177195158e-08,+1.2469720305010000e+04,+0.0000000000000000e+00,+9.8465603656270000e+12,+9.8465603656270000e+12,+1.0334827000000001e-01,-9.6495420700000007e+00,-3.9578595270000001e+01
4683,Gbrick,GBX,2020-08-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1804858784530071e-04,+1.2459372259379999e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,-1.1118453000000000e-01,+6.9428917999999995e-01,-6.6068761599999997e+00
4684,STIMA,STIMA,2022-04-29T07:24:21.000Z,2023-02-12T02:18:00.000Z,+1.0092225199378615e+00,+1.2457699823560000e+04,+0.0000000000000000e+00,+3.1842440000000000e+07,,-2.5097430000000000e-02,-1.4387227000000000e-01,-2.5048909000000003e-01
4685,Bitcoin God,GOD,2018-01-11T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.4280723696794650e-01,+1.2471621179750000e+04,+0.0000000000000000e+00,+2.1000000000000000e+07,+2.1000000000000000e+07,-1.1118453000000000e-01,-5.7690436099999999e+01,-5.7858342989999997e+01
4686,DefiBox,BOX,2020-09-09T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.5896084964493085e+00,+1.2458112252929999e+04,+0.0000000000000000e+00,+5.0000000000000000e+06,+5.0000000000000000e+06,+2.2121187000000000e-01,+4.1536316000000001e-01,-2.6624952700000000e+00
4687,dFund,DFND,2021-05-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.5897196337763383e-04,+1.2419170476260000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,-1.3507821000000000e-01,+4.0364658000000002e+00,-1.2758039880000000e+01
4688,ClassZZ,CZZ,2021-05-27T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.1112251218649839e-03,+1.2425972659190000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.0000000000000000e+09,+4.0481700000000002e-03,-6.4326269000000003e-01,-1.6298239280000001e+01
4689,MetaRim,RIM,2022-02-23T12:36:12.000Z,2023-02-12T02:18:00.000Z,+1.2482005006936821e-04,+1.2445097624190001e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,,-3.4104999999999999e-03,+2.6396597920000001e+01,-3.8444310499999998e+00
4690,XDAO,XDAO,2022-09-09T08:57:19.000Z,2023-02-12T02:18:00.000Z,+6.3948638416139625e-01,+1.2413030590610000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,+1.4977040000000000e-02,-4.4360289999999997e-02,+5.8891749999999998e-01
4691,GoldMiner,GM,2021-10-21T08:11:53.000Z,2023-02-12T02:18:00.000Z,+5.2257476095266749e-06,+1.2419670878010000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+11,+1.8813647000000000e-01,+3.3113667800000002e+00,-9.3954008499999997e+00
4692,WaultSwap,WEX,2021-05-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.2768261514247678e-06,+1.2415436031150000e+04,+0.0000000000000000e+00,+2.0323447890000000e+09,,-3.6109166999999998e-01,+1.5530409599999999e+00,-1.6736286400000000e+00
4693,Alaya,ATP,2020-11-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.6113499488725056e-02,+1.2379096760720000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,,-1.4291350000000000e-01,+2.8311380599999998e+00,+1.0088455599999999e+00
4694,Star Chain,STAR1,2022-06-01T15:15:40.000Z,2023-02-12T02:18:00.000Z,+3.6477312634110637e-02,+1.2510831889650000e+04,+0.0000000000000000e+00,+1.0000000000000000e+10,+1.0000000000000000e+10,-1.2950571900000001e+00,+8.8410098599999998e+00,-7.6674326900000001e+00
4695,BaconDAO,BACON,2021-06-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.9877994371318641e-04,+1.2375079404040000e+04,+0.0000000000000000e+00,+1.6633333000000000e+07,+2.0000000000000000e+08,-2.7110053000000001e-01,+2.0549446800000002e+00,-2.8235650600000000e+00
4696,ExodusExt,EXT,2022-12-03T13:37:02.000Z,2023-02-12T02:18:00.000Z,+5.9998657133654007e-03,+1.2365292307030000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+09,-3.4449732999999999e-01,-2.5006634729999998e+01,-2.9424689430000001e+01
4697,DogeKing,DOGEKING,2022-02-04T10:16:34.000Z,2023-02-12T02:18:00.000Z,+6.6142808737938750e-09,+1.2357959258460000e+04,+0.0000000000000000e+00,+1.0000000000000000e+15,+1.0000000000000000e+15,-2.9334928999999998e-01,-1.5823611500000001e+00,-1.8228732510000000e+01
4698,Iris Ecosystem,IRISTOKEN,2022-09-29T18:11:54.000Z,2023-02-12T02:18:00.000Z,+2.6957489663290597e-03,+1.2348840904960000e+04,+0.0000000000000000e+00,+9.0000000000000000e+08,+1.0000000000000000e+09,-9.6456222000000003e-01,+2.3371024609999999e+01,+4.5284940089999999e+01
4699,Monsoon Finance,MCASH,2021-08-12T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.0717154161386457e-03,+1.2310094594410000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+08,-1.1226376000000000e-01,+2.0975997199999998e+00,-1.3410832699999999e+00
4700,Winerz,WNZ,2022-04-04T09:58:33.000Z,2023-02-12T02:18:00.000Z,+1.9393887907195096e-03,+1.2302743452040000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,+5.7461068999999998e-01,-8.1128259000000003e-01,-5.8245495700000003e+00
4701,ArenaPlay,APC,2022-07-18T01:18:10.000Z,2023-02-12T02:18:00.000Z,+9.1128553401423451e-02,+1.2262040905950000e+04,+0.0000000000000000e+00,+1.0000000000000000e+08,+1.0000000000000000e+08,-1.4939401999999999e-01,-3.0437756999999999e+00,-5.1538374859999998e+01
4702,Genius,GENI,2023-01-12T01:06:53.000Z,2023-02-12T02:18:00.000Z,+1.5116218222620460e-04,+1.2253984633160000e+04,+0.0000000000000000e+00,+1.2815289076200000e+11,+1.2815289076200000e+11,-1.9537682800000000e+00,+3.7847380000000000e-02,+4.3434472800000004e+00
4703,NASDEX,NSDX,2021-10-05T01:34:45.000Z,2023-02-12T02:18:00.000Z,+1.5703050502215612e-02,+1.2264501444650001e+04,+0.0000000000000000e+00,+6.0000000000000000e+07,+1.0000000000000000e+08,+5.2699179999999998e-02,+1.1012969399999999e+00,-3.7398586000000000e-01
4704,Uniqly,UNIQ,2021-04-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0648781441158955e-01,+1.2230159105040000e+04,+0.0000000000000000e+00,+1.3000000000000000e+07,+1.3000000000000000e+07,-4.8425810000000000e-02,+8.8676407999999995e-01,+1.9246976270000001e+01
4705,NSUR COIN,NSUR,2021-11-22T03:39:26.000Z,2023-02-12T02:18:00.000Z,+1.3202646744454630e-04,+1.2228666380380000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.0000000000000000e+11,-3.6457346099999999e+00,-1.4854540500000000e+00,-1.4835524390000000e+01
4706,DekBox,DEK,2021-05-31T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.9835976533032137e-03,+1.2217813564230000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+9.0000000000000000e+07,-9.0535208000000000e-01,-1.0604308300000000e+00,-8.0071349499999993e+00
4707,Crypto Fight Club,FIGHT,2021-12-14T07:53:39.000Z,2023-02-12T02:18:00.000Z,+6.9021742928811983e-04,+1.2194199056190000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,+4.7040430000000001e-02,+4.2148111200000002e+00,+1.9367523499999999e+00
4708,PEPE.bet,PEPEBET,2022-11-29T15:41:51.000Z,2023-02-12T02:18:00.000Z,+3.9782896952709704e-03,+1.2176317296920000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,+1.4978210000000000e-02,+7.1442746100000001e+00,-2.3674763280000001e+01
4709,Dragon Mainland Shards,DMS,2021-11-22T10:45:58.000Z,2023-02-12T02:18:00.000Z,+7.9846612929390681e-05,+1.2178674970440001e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+09,-2.0541116000000001e-01,-1.5205665500000001e+00,-3.5391636100000001e+00
4710,CryptoCoinPay,CCP,2022-04-12T06:54:32.000Z,2023-02-12T02:18:00.000Z,+1.7203448788228760e-02,+1.2137867176770000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,,-5.7400991000000001e-01,+1.1696342730000000e+01,-1.4848300340000000e+01
4711,Hashtagger.com,MOOO,2021-11-29T17:18:13.000Z,2023-02-12T02:18:00.000Z,+5.0279079484620438e-02,+1.2151426992000001e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+3.0000000000000000e+07,-4.1001035000000002e-01,-8.9965377999999996e-01,-9.1658459999999997e-02
4712,Metagame Arena,MGA,2021-12-10T11:33:25.000Z,2023-02-12T02:18:00.000Z,+1.8099032810754482e-02,+1.2134892320310000e+04,+0.0000000000000000e+00,+3.0000000000000000e+07,+3.0000000000000000e+07,+1.9663090000000001e-02,-1.2659455300000000e+00,+2.3102940200000002e+00
4713,Kapital DAO,KAP,2022-10-08T09:45:56.000Z,2023-02-12T02:18:00.000Z,+1.0985705426364993e-01,+1.2117540961400000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,-4.8420400000000002e-02,-1.4279189000000000e-01,-1.0063561590000001e+01
4714,WorldCoin,WDC,2013-05-22T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.7605534102041498e-02,+1.2075777380879999e+04,+0.0000000000000000e+00,+2.6500000000000000e+08,,-8.9072036400000005e+00,-2.0911218909999999e+01,+4.7599103329999998e+01
4715,WX Token,WX,2021-12-06T17:35:10.000Z,2023-02-12T02:18:00.000Z,+1.0085501661766076e-01,+1.2056959745810000e+04,+0.0000000000000000e+00,+1.4794520000000000e+07,+1.0000000000000000e+09,+2.8801879000000002e-01,+1.1695593840000001e+01,-2.0454800190000000e+01
4716,Waggle Network,WAG,2021-09-11T10:36:28.000Z,2023-02-12T02:18:00.000Z,+5.0849275415104107e-03,+1.2048292252540001e+04,+0.0000000000000000e+00,+9.9999950790000007e+07,+9.9999950000000000e+07,-8.4389000000000006e-02,-3.3522723000000001e+00,-1.8485347600000001e+01
4717,Moonpot,POTS,2021-08-13T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1507014397618500e-02,+1.2039686588150000e+04,+0.0000000000000000e+00,+1.0000000000000000e+07,+1.0000000000000000e+07,-9.2605510000000002e-02,+1.7680733399999999e+00,-1.6040242780000000e+01
4718,LemoChain,LEMO,2018-07-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.6761222322908101e-04,+1.2025447367620000e+04,+0.0000000000000000e+00,+1.6000000000000000e+09,,-1.1251176000000000e-01,+1.2020964700000001e+00,+2.5109431299999998e+00
4719,Hydraverse,HDV,2022-03-10T10:12:40.000Z,2023-02-12T02:18:00.000Z,+3.1957295488667934e-04,+1.2006175370880001e+04,+0.0000000000000000e+00,+5.0000000000000000e+08,+5.0000000000000000e+08,-7.4020500000000003e-03,+2.0805191700000001e+00,-2.3204513320000000e+01
4720,Crypto Volatility Token,CVOL,2022-02-28T07:12:20.000Z,2023-02-12T02:18:00.000Z,+5.5274134745384920e+01,+1.1980975741300001e+04,+0.0000000000000000e+00,+2.5080000000000000e+03,,-4.4214379999999998e-01,-2.6651540900000001e+00,-7.9446598200000000e+00
4721,Green Beli,GRBE,2021-09-22T07:29:10.000Z,2023-02-12T02:18:00.000Z,+1.8579059518538828e-03,+1.1985909725089999e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,+1.5032011000000001e-01,-2.1982288000000000e-01,+3.2346867399999999e+00
4722,Infinity Skies,ISKY,2022-01-03T04:24:36.000Z,2023-02-12T02:18:00.000Z,+2.8257617006735040e-03,+1.1976858022770000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,,-9.6891000000000002e-04,-1.9390262899999999e+00,+4.0456567899999998e+00
4723,EHash,EHASH,2021-03-03T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.6341167956557731e-02,+1.1980498178760001e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+2.0000000000000000e+07,-6.0335939999999998e-02,+2.4701891499999999e+01,-1.6488264409999999e+01
4724,Relay Token,RELAY,2021-08-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.2564628086173499e-01,+1.1960728258910000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,,-2.5620308299999999e+00,+3.2353206569999998e+01,-4.3534070710000002e+01
4725,Polygonum Online,POG,2021-11-30T05:20:03.000Z,2023-02-12T02:18:00.000Z,+6.3482726429586024e-03,+1.1938554676629999e+04,+0.0000000000000000e+00,+1.0000000000000000e+08,+1.0000000000000000e+08,+1.9806770000000001e-02,-3.2260699999999998e-01,-3.8151629499999999e+00
4726,VidyX,VIDYX,2021-01-05T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.6263283850009035e-04,+1.1872670489900000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+09,-2.6692471000000001e-01,+2.3555750999999998e+00,-5.9643219000000003e-01
4727,Akropolis Delphi,ADEL,2020-09-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.8932035903519163e-03,+1.1836807479940000e+04,+0.0000000000000000e+00,+3.0000000000000000e+07,+6.0000000000000000e+07,-2.5577180000000001e-02,+4.4516208199999996e+00,+1.4242516599999999e+00
4728,Creator Platform,CTR,2021-06-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.7131434351440825e-03,+1.1855278877340001e+04,+0.0000000000000000e+00,+1.5000000000000000e+08,+1.5000000000000000e+08,+2.2640942999999999e-01,-7.1737318999999999e-01,-2.0387447649999999e+01
4729,No one,NOONE,2021-10-26T08:00:50.000Z,2023-02-12T02:18:00.000Z,+6.0072425733745256e-07,+1.1810894335650000e+04,+0.0000000000000000e+00,+1.0000000000000000e+12,+1.0000000000000000e+12,-4.8425810000000000e-02,+4.9840040369999997e+01,+2.0932127663000000e+02
4730,Mechanium,MECHA,2021-12-23T07:42:36.000Z,2023-02-12T02:18:00.000Z,+1.6153618078227808e-01,+1.1790172363510001e+04,+0.0000000000000000e+00,+1.0000000000000000e+08,+1.0000000000000000e+08,-1.0735100000000000e-03,+3.4418354700000000e+00,+5.0076376099999997e+00
4731,Mobius Finance,MOT,2021-08-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.1874085490720874e-03,+1.1771633572029999e+04,+0.0000000000000000e+00,+1.1919002000000000e+07,+1.0000000000000000e+08,-7.1037829999999996e-02,+4.1825331900000000e+00,-4.6404243100000002e+00
4732,Flona,FLONA,2023-01-27T12:30:43.000Z,2023-02-12T02:18:00.000Z,+2.1051150341958149e-08,+1.1738685847920000e+04,+0.0000000000000000e+00,+1.0000000000000000e+13,+1.0000000000000000e+13,-4.8425810000000000e-02,+9.8646175399999994e+00,+1.4250087770000000e+01
4733,Aavegotchi KEK,KEK,2022-04-01T03:33:34.000Z,2023-02-12T02:18:00.000Z,+2.2245772996319028e-02,+1.1738284753290000e+04,+0.0000000000000000e+00,+2.0000000000000000e+09,+2.0000000000000000e+09,+3.7797505999999997e-01,+1.1508642010000001e+01,+6.1001640500000001e+00
4734,VRES,VRS,2022-06-06T16:20:23.000Z,2023-02-12T02:18:00.000Z,+5.4400905790218737e-02,+1.1726786458130000e+04,+0.0000000000000000e+00,+2.5000000000000000e+09,+2.5000000000000000e+09,+4.0481700000000002e-03,+2.1036740009999999e+01,-4.7258112600000004e+00
4735,Alongside Crypto Market Index,AMKT,2023-01-13T02:55:23.000Z,2023-02-12T02:18:00.000Z,+7.8450697095229231e+01,+1.1703910154740001e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,,-5.4654580000000001e-02,+6.6391272000000001e-01,-6.2280962100000004e+00
4736,Aura Network,AURA,2022-05-27T02:57:20.000Z,2023-02-12T02:18:00.000Z,+6.6694097537300434e-02,+1.1695259266920000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,-7.6528999999999998e-03,+4.9720342000000004e+00,+1.4517389789999999e+01
4737,DOGAMÍ,DOGA,2021-11-17T16:30:19.000Z,2023-02-12T02:18:00.000Z,+1.3815283496950572e-02,+1.1663407188530000e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,+4.0001100000000003e-03,+6.4145923999999999e-01,-8.1280904100000004e+00
4738,Gold Retriever,GLDN,2022-10-03T04:21:19.000Z,2023-02-12T02:18:00.000Z,+6.6425756721156326e-01,+1.1652764193749999e+04,+0.0000000000000000e+00,+1.0500000000000000e+07,+1.0500000000000000e+07,+9.6355343000000004e-01,+1.1342072500000000e+00,-7.1791231499999997e+00
4739,Zodium,ZODI,2021-12-02T19:28:06.000Z,2023-02-12T02:18:00.000Z,+6.1806863024658901e-04,+1.1630764962670000e+04,+0.0000000000000000e+00,+8.8888888800000000e+08,,-3.5901514000000001e-01,-9.0755678700000004e+00,-7.7802786099999999e+00
4740,CryptoZoo  (new),ZOO,2021-08-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.0270926322169167e-06,+1.1622514002270000e+04,+0.0000000000000000e+00,+2.0000000000000000e+12,,+1.6456715399999999e+00,+7.1550402699999998e+00,-2.3809713600000002e+00
4741,Flurry Finance,FLURRY,2021-06-23T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.0308792285043606e-05,+1.1599920415029999e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+10,-2.8837195999999998e-01,+6.6920458000000005e-01,-1.4635259950000000e+01
4742,Opennity,OPNN,2019-08-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.4911008050799939e-05,+1.1649406322139999e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,,+4.0481700000000002e-03,+5.5668063999999995e-01,-1.4325791299999999e+00
4743,Massive Protocol,MAV,2022-04-20T11:08:41.000Z,2023-02-12T02:18:00.000Z,+5.0010025547176629e-01,+1.1590283363700000e+04,+0.0000000000000000e+00,+3.0000000000000000e+09,,+4.0481700000000002e-03,+1.0725410300000000e+01,+1.2338508539999999e+01
4744,TokenBot,TKB,2022-08-29T10:09:52.000Z,2023-02-12T02:18:00.000Z,+1.0081363582989766e-03,+1.1583298824410000e+04,+0.0000000000000000e+00,+6.7828170852300000e+08,+1.0000000000000000e+09,-2.5296195999999999e-01,+1.3817434420000000e+01,-2.7845585159999999e+01
4745,APCH,APCH,2022-07-18T16:01:15.000Z,2023-02-12T02:18:00.000Z,+1.2020807918677137e-01,+1.1583172148400001e+04,+0.0000000000000000e+00,+5.6000000000000000e+09,,-1.0835669000000001e-01,-6.6384538000000004e-01,-1.9902990300000001e+00
4746,CSP DAO,NEBO,2020-11-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.7937015513267083e+00,+1.1581065076520001e+04,+0.0000000000000000e+00,+2.2500000000000000e+06,+2.2500000000000000e+06,-4.8425810000000000e-02,+1.0960529310000000e+01,-1.9619466900000000e+00
4747,Gold Guaranteed Coin Mining,GGCM,2022-07-04T22:11:56.000Z,2023-02-12T02:18:00.000Z,+7.0124537822763858e-02,+1.1579014920870000e+04,+0.0000000000000000e+00,+5.0000000000000000e+11,+5.0000000000000000e+11,+1.5310193000000000e-01,-7.0395299999999994e-02,-4.0831324000000002e-01
4748,Minifootball,MINIFOOTBALL,2021-08-13T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.4205772876069998e-11,+1.1479918281580000e+04,+0.0000000000000000e+00,+0.0000000000000000e+00,+1.0000000000000000e+17,-3.5794214000000002e-01,+6.2238382999999997e-01,-7.0696526000000004e+00
4749,Pearl,PEARL,2020-09-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.9153278556937616e+00,+1.1427133072750001e+04,+0.0000000000000000e+00,+3.5000000000000000e+04,+3.5000000000000000e+04,-3.0705405000000002e-01,+3.7527083999999999e-01,-1.8277871000000001e+00
4750,Arix,ARIX,2021-09-13T15:36:35.000Z,2023-02-12T02:18:00.000Z,+1.5003007664152987e-01,+1.1450814469890000e+04,+0.0000000000000000e+00,+2.4731864630069998e+06,+2.5000000000000000e+06,+4.0481700000000002e-03,-3.0195074049999999e+01,-7.5408915510000000e+01
4751,Safuu,SAFUU,2022-03-02T12:27:49.000Z,2023-02-12T02:18:00.000Z,+1.8418467886774764e-01,+1.1434044310269999e+04,+0.0000000000000000e+00,+3.6837315000000002e+05,+3.2500000000000000e+09,-8.4773969999999998e-01,+5.6954382000000003e-01,-1.7113246380000000e+01
4752,SUPE,SUPE,2021-12-23T05:05:25.000Z,2023-02-12T02:18:00.000Z,+1.3839301588908077e-02,+1.1414030053570001e+04,+0.0000000000000000e+00,+1.0000000000000000e+09,+1.0000000000000000e+09,-3.6055948999999998e-01,-3.3825531500000001e+00,-1.2880955609999999e+01
4753,inheritance Art,IAI,2022-03-11T09:42:57.000Z,2023-02-12T02:18:00.000Z,+3.5957489050214553e-01,+1.1386955103689999e+04,+0.0000000000000000e+00,+5.0000000000000000e+07,+5.0000000000000000e+07,+1.9022817700000001e+00,-5.0721788600000002e+00,+1.1666988199999999e+00
4754,Bored Candy City,CANDY,2022-11-25T20:31:20.000Z,2023-02-12T02:18:00.000Z,+6.0073945787736442e-02,+1.1386443160400000e+04,+0.0000000000000000e+00,+3.0914711547394998e+07,,-2.5922708000000000e-01,-1.8037940500000000e+00,-1.6098067279999999e+01
